C000,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019
0.3596719,-0.13702089999999997,-2.875083,3.112454,5.710659,2.732341,0.3566862,1.7998319999999999,-1.311524,2.404141,-0.8795136,1.1340629999999998,3.336787,3.685508,-6.026171,4.517627,1.4034870000000002,1.553874,1.396806,2.551
1.194499,-1.289028,-1.259157,2.759815,5.297708,3.450158,0.4678313,3.186913,-0.8024312,0.7618941,-2.226233,-0.49229480000000003,3.543309,11.86775,-6.033186,1.864612,-0.7344729,2.789349,3.168088,1.393909
1.257818,-2.196132,-0.7844929,0.9416257,5.257796,1.686161,0.7280449999999999,-0.6207286999999999,2.410956,-1.243609,-0.45135909999999996,-0.4820656,2.0704130000000003,12.72187,-6.039873,1.5827229999999999,0.9440913000000001,1.6095709999999999,1.739211,-0.2047767
-0.009463276,-1.393281,-0.4392420999999999,0.6309775,4.508332,1.244143,2.41455,-1.008648,1.272592,1.0916700000000001,-2.662076,-1.177745,2.1458720000000002,9.669864,-6.0462489999999995,1.543815,-1.7124720000000002,0.1502751,1.350231,0.26676679999999997
1.9116669999999998,-0.5871214,-0.2280396,0.8550424999999999,3.5564,4.260393,3.2990230000000005,-1.794713,0.09079827,-0.04679107,-0.3573761,-2.6750119999999997,-0.06655417,8.238746,-6.052326,2.978733,0.008317131,1.855001,1.7411900000000002,1.236164
1.539683,-0.03384113,-0.3443313,0.06210541,4.280252,2.773487,1.6118270000000001,-0.001503626,-0.7346665,0.7677122,-2.032064,-3.2944949999999995,-0.05391594,7.731964,-6.058121,1.7569569999999999,0.5453308000000001,0.1778784,1.2421209999999998,-0.276089
-0.7778961,-2.93477,-2.001445,2.079272,3.2923120000000003,1.262198,2.053265,-0.7936135999999999,-0.027445400000000002,1.365054,-2.20433,-0.2107172,0.6817925,7.1811240000000005,-6.063644999999999,2.0466580000000003,0.9923828000000001,-0.5406247,0.22649070000000002,-0.32161409999999996
0.7515885,-0.9236257999999999,-0.6660375,1.587161,4.396413,0.3416474,2.381792,-1.5167629999999999,0.02135194,-0.11525260000000001,1.41844,-0.07999395,-0.2993243,6.272087,-6.068912,2.68171,0.8463722,1.169559,0.22696129999999998,-0.45413549999999997
0.3762466,-0.112979,-1.9060279999999998,2.206716,5.318303,2.622183,3.036766,0.5257515,-1.113622,2.187627,0.07967725,-0.5826448000000001,4.1528480000000005,12.51826,-6.0739339999999995,2.37655,-0.5546781999999999,-0.10949280000000002,2.432889,-0.9771238999999999
1.313739,-2.896521,-1.633518,0.7464682,3.666032,4.562026,3.9540029999999997,0.1468537,-0.6315105,0.7190810000000001,-1.854977,-0.19541670000000003,2.105327,9.606689999999999,-6.078721,1.1422379999999999,-0.38900999999999997,1.4376209999999998,1.863207,0.31572490000000003
-0.38205500000000003,-2.693156,0.09294192,0.5888348000000001,3.84455,0.9122809999999999,0.5468464,-0.4037513,-0.3649072,2.518724,-1.368251,-0.6218691,1.180112,8.223708,-6.083284,2.908907,-1.4458520000000001,0.5937843,1.989613,-1.2675
-0.41604350000000007,-0.08160169,-0.1798033,0.591813,4.4737290000000005,1.584608,-0.07226023,-2.005592,0.2388404,1.203508,-0.6577873000000001,0.7785772,-0.04312079,7.624239,-6.087635,2.16785,-0.5202481,0.05584569,1.315788,-0.5372887
0.5276029000000001,-1.967884,-1.215014,-0.1818,4.783419,3.174697,1.1021,0.19671370000000002,0.8678629000000001,-0.16848629999999998,-0.2003728,-0.2612315,1.416555,8.709092,-6.091783,2.037897,-0.4320193,0.02129507,2.289554,-0.4856206
0.29983909999999997,-0.3825861,-1.499241,0.49923359999999994,2.108679,1.320129,1.58895,-1.9855470000000002,0.1839154,2.361982,0.9698962999999999,-0.7090496999999999,0.1204182,5.322245,-6.095737000000001,2.351961,-0.037836800000000004,1.577417,1.1188719999999999,-1.632732
0.7080805,-0.3397679,-0.8794596,-0.8502257,3.2899019999999997,0.9758494000000001,-0.530883,-0.9620982,0.6718464,0.6801172,1.172684,1.971529,0.6762581999999999,6.970244999999999,-6.099507,0.7176183,-0.5344701,-0.25719960000000003,1.161638,-0.1432322
0.09607883,-0.8668030999999999,-0.6007528,0.5513399999999999,2.427452,0.08106395,1.421715,-2.845975,0.28332809999999997,1.6772340000000001,0.8283816999999999,-0.4198249,0.8389021000000001,6.5753770000000005,-6.1031010000000006,2.322136,-1.223372,1.086228,1.7525650000000002,-1.187087
-0.9117168999999999,-0.8305111999999999,0.007025703,0.08503759,3.519651,-0.4711505,-1.8424009999999997,0.5172399000000001,-1.0098719999999999,2.526048,-0.5186024,-1.082368,0.4517127,8.752755,-6.106527,1.059009,-2.3726380000000002,-0.2913344,0.6349408000000001,-1.057808
-0.008612543,0.5058017,-3.6625080000000003,-2.3397330000000003,1.9665529999999998,-0.9815153,1.212409,-0.9801199,-0.8625159,-0.03060939,0.8859419,-1.098859,-0.6476088000000001,8.091488,-6.109795,-1.186175,-1.761755,-1.279225,-0.7183142,-2.931131
0.4416853,-1.875071,-0.1004154,-1.9484689999999998,3.476891,1.0627719999999998,-0.5155879,-1.7540930000000001,-0.3452725,1.680135,0.8199812,-1.335813,-0.2303334,6.739176,-6.112908999999999,0.0861238,0.06075682,-0.41666320000000007,0.6944205,-2.425049
-2.219249,-0.8952058,-1.00823,-1.0074290000000001,1.5367979999999999,3.289778,0.2802593,-2.058456,1.4913319999999999,0.7794106,-1.337021,-1.574908,-0.43451890000000004,8.323383999999999,-6.1158790000000005,0.47746590000000005,-0.37341149999999995,-0.12087439999999999,1.753882,-1.1321139999999998
-2.478629,-0.7409085999999999,-1.607293,-1.618454,3.4316519999999997,1.368908,-0.24874410000000002,-2.8168889999999998,-0.8791339,1.885892,-1.210593,-0.1138483,1.479982,10.10915,-6.118709,1.044619,-0.21242660000000002,-1.54361,0.1298971,-1.90182
-0.42674989999999996,-0.6738058000000001,0.3324574,0.3398281,4.208213,-0.5100155,0.4297474,-1.289176,-0.3878534,1.289021,-1.764372,0.21855500000000003,1.6835069999999999,10.68976,-6.121408,2.033979,-2.753878,0.5975387,1.2817129999999999,-0.4136724
-0.0246686,-1.721964,-1.092666,-0.8925748,3.5719849999999997,3.273592,1.580147,-1.588344,-0.8327609,1.792172,-0.9768471,0.3906265,0.7615881,8.874414999999999,-6.12398,2.5540439999999998,-0.4628831,-0.01416108,1.109851,-1.7353900000000002
-1.9400990000000002,-1.061484,-0.4355521,-1.387617,2.513281,1.627392,-0.9082657,-3.4110769999999997,-2.119176,1.8835560000000002,-0.8365524,-0.9135892,-1.786402,7.3098529999999995,-6.1264330000000005,0.24260929999999997,1.1721620000000001,-0.5854774,1.7950150000000002,-0.1961176
-1.305875,1.197506,0.46654140000000005,0.1462067,3.782451,2.131621,-1.479276,-1.1425969999999999,-1.9095060000000001,2.166543,-2.239198,0.35151459999999995,-2.613991,4.967608,-6.1287720000000006,-0.8123172,-1.531191,-0.6421502,1.950434,-1.8090580000000003
-0.6276841,-0.6904255,-0.6162629,-0.450325,3.053092,0.4183246,0.3848198,-3.257941,-0.4757019,1.566418,-1.062934,-1.9298520000000001,-0.5299421999999999,6.546996,-6.131001,-1.3303180000000001,-0.1110683,0.27795380000000003,1.044641,-1.140573
-0.5019595,1.068541,0.07520925,-1.169246,3.583823,1.85112,-1.824307,-1.598355,-0.9332389000000001,0.1952368,0.14403929999999998,-1.4189450000000001,0.3244348,7.158377000000001,-6.133126,0.25203089999999995,-0.133641,-1.82523,1.107405,-2.177567
-1.989459,-0.5847324,-0.8014271,-2.5688400000000002,4.046405,0.3467655,0.3137935,-1.161281,-0.5740946,1.446588,-0.4943681,-0.8153921,0.41941629999999996,6.725797999999999,-6.135153,1.8032419999999998,1.3577569999999999,-0.9277066999999999,0.572561,-1.5348030000000001
-0.06106641,-0.01060078,-0.508169,-1.127605,1.978682,1.728889,0.1278799,-1.138403,0.8898773000000001,1.768372,-0.7504976999999999,-0.9413408999999999,-0.40103920000000004,5.740315,-6.137084,0.4883866,0.7985111,-0.2816317,1.384209,-2.0181259999999996
0.9487111999999999,-0.5822592,0.35570450000000003,-0.4689823,4.074676,-0.6618371,0.4176789000000001,-1.106869,0.4848187,1.137543,-1.463244,0.234017,0.2104875,5.713709,-6.1389260000000005,0.8241843000000001,-0.6511246999999999,-0.42985870000000004,0.5243300999999999,-2.2565779999999998
-0.39642009999999994,-0.46914259999999997,-2.326679,-1.5652620000000002,4.044319000000001,0.1269816,2.19381,-1.842655,0.3243449,2.348969,-0.6403186,-0.9006936,0.29590279999999997,6.053478,-6.140681,-0.8551378000000001,-1.649672,-1.154251,0.21251810000000002,-1.2702069999999999
-0.5440630999999999,-0.6381295,-0.11752930000000002,-1.034713,3.443802,0.6351340999999999,0.9025985999999999,-1.383494,-1.038563,2.26328,-0.20918789999999998,1.420086,0.2271413,7.203869,-6.142355,0.27977240000000003,-0.8171797,-0.0015956920000000001,0.597252,0.3201993
-0.1546714,-1.090725,-0.4993874,1.6794580000000001,4.027505000000001,1.8123479999999998,-0.2538911,-1.6645299999999998,-0.3892224,1.222681,0.31604970000000004,-1.100997,1.090329,6.553605,-6.143951,1.049311,-2.030205,-0.7445845999999999,-0.1147576,-2.2278
-1.342235,0.1847499,0.08632237,-1.515369,3.6585739999999998,1.794557,0.8470572000000001,-0.4152299,-1.764159,1.465838,-0.8735472,0.7815802,-0.02551696,4.333316,-6.145473,-0.3481377,-0.165056,-1.2609219999999999,0.5104951,-0.08686167
-1.289164,-2.429433,-1.056548,0.3588986,5.008293,-0.1796264,2.251259,-1.7052610000000001,0.3705854,-0.1022849,-0.309931,-1.24189,0.3202069,5.072076999999999,-6.146923999999999,0.3869787,0.1809417,-1.4558950000000002,-0.912191,-1.83824
-1.21338,-2.1960669999999998,0.7884175,0.02119897,4.014861,1.682398,0.2347366,-0.8497304,-1.465849,2.852464,-0.04492735,1.620428,-0.34985340000000004,5.486362000000001,-6.148306,0.6256156,-0.18522070000000002,-0.443564,0.5992141,-0.1750269
-1.670335,0.9232439,-0.9957884,-3.525258,4.927601999999999,2.063309,0.9526652,-1.3292059999999999,-0.7958109,1.8250240000000002,0.2915346,-1.032117,3.106463,8.268392,-6.149624,2.656187,1.308766,-0.8473523999999999,-0.7868056,-1.09839
-0.4417545,-2.541824,0.5950449000000001,-0.2676378,3.48335,3.1087,0.01980353,-2.4649229999999998,0.6957105,1.538269,-0.5233417,-0.7891548,-0.05417473,5.789729,-6.150881,1.419235,-2.765228,-0.8693719999999999,1.147809,-3.120168
-1.117032,0.10949049999999999,-0.9341105,-1.6385919999999998,2.520306,1.217217,0.35943309999999995,-1.0816540000000001,-0.9087904,0.9495992,0.1932576,-0.3316814,0.9245155999999999,5.7361889999999995,-6.1520790000000005,1.809289,-0.5295898,-0.4947960999999999,-1.22846,-0.748826
-1.188706,-0.6178178000000001,-1.219835,-0.19998110000000002,3.962382,1.6988419999999997,1.729538,-1.8055889999999999,0.925217,0.7174225000000001,-0.6276495,-0.3734781,1.001095,6.465998,-6.153222,1.7190459999999999,-0.6705972,-0.5039098,-1.271871,-1.265815
