C000,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019
15.644770000000001,2.102358,12.12912,-4.774869,4.812082,1.997811,16.65108,3.574438,-3.9949980000000003,-2.221702,2.119189,2.603054,-2.768634,0.5469546,1.324527,2.961128,-1.024066,1.5221770000000001,-1.104708,2.1372419999999996
17.12898,1.549531,10.9077,-4.632411,5.5140769999999995,2.5255259999999997,18.06672,3.341804,-4.768058,-1.319545,2.967323,3.28094,-0.159749,1.119397,3.122796,3.843228,-1.689411,0.2888387,1.627257,2.922325
15.400210000000001,1.051769,11.5279,-3.878195,4.7005040000000005,1.197435,22.91264,3.943626,-2.434838,0.1283108,3.059921,1.937281,0.2833844,0.4723286,2.194937,2.455914,-2.8945529999999997,1.952374,1.28128,3.5772150000000003
16.329279999999997,0.6035851,10.12399,-5.078463,4.230405,3.181167,21.41355,1.8178299999999998,0.1059118,0.490192,2.19102,2.89953,-0.07807042,2.344399,3.930889,5.370988,-3.128268,0.5243303,1.98186,2.210867
16.62235,0.2000374,8.79548,-3.846571,6.46366,3.618515,19.91411,1.100974,-0.9057101999999999,0.13672520000000002,-0.7119291999999999,3.54216,-1.5405739999999999,2.4092830000000003,3.326258,2.763973,-4.355311,0.6781369,2.360162,3.25869
18.50243,7.97681,7.611185000000001,-2.992492,5.469371,2.611138,19.62996,3.09423,-1.401418,-1.121066,2.093105,1.705441,0.2958587,2.330814,3.792414,3.109593,-2.694858,0.6828171999999999,2.898931,4.505737
21.18542,6.840642,6.5554190000000006,-2.464516,5.0008,2.652687,20.414839999999998,2.423351,-1.235427,2.449552,2.339608,2.079725,-0.02967626,0.7706743,3.8184620000000002,4.073035,-2.918687,1.345068,2.244718,2.041562
18.63182,5.817505000000001,6.000083,-3.273535,5.893128,2.742052,19.572029999999998,3.890797,-1.765893,-0.09430724,1.8588919999999998,1.9493340000000001,1.8707099999999999,0.7321911999999999,4.311872,3.670568,0.5579541,-0.6065116,0.986145,3.4772870000000005
17.72496,4.896148,5.120953,-3.48949,7.270936999999999,4.325971,19.827939999999998,1.624609,-2.6017069999999998,0.6458498,0.9848393,5.586506,0.008599424,1.9826810000000001,4.005841,2.4167259999999997,0.1174003,1.5179120000000002,1.8774009999999999,1.457508
18.90547,4.066438,4.336969,-4.133479,6.023011,3.7161769999999996,18.58571,3.201327,-1.191622,-0.4710929,2.461036,4.465189,2.191608,0.6786485999999999,5.473773,5.309391000000001,-0.09683943,7.750779,0.2755263,2.568981
